ECG,EMG,foot GSR,hand GSR,HR,RESP,stress,Driver
0.2732885,0.38695037,0.5731702,0.38057607,0.98451644,0.6195744,1,07
0.27326283,0.3869571,0.57324946,0.38071114,0.984578,0.619925,1,07
0.27325684,0.38695872,0.5732682,0.38074276,0.9845923,0.62000674,1,07
0.2732613,0.38695753,0.57325435,0.38071918,0.9845816,0.61994547,1,07
0.27326283,0.3869571,0.57324946,0.38071114,0.984578,0.619925,1,07
0.27328098,0.38695228,0.57319343,0.38061556,0.98453456,0.6196768,1,07
0.2732851,0.3869512,0.5731807,0.38059366,0.98452455,0.6196205,1,07
0.2732705,0.38695502,0.57322574,0.38067064,0.98455966,0.61981976,1,07
0.27326977,0.38695532,0.5732281,0.38067445,0.9845613,0.61982965,1,07
0.27548078,0.38636452,0.5664134,0.3690766,0.97903323,0.5895324,1,07
0.27549827,0.3863597,0.56635964,0.36898518,0.9789877,0.5892914,1,07
0.2754963,0.38636035,0.56636584,0.3689958,0.97899264,0.589319,1,07
0.27551347,0.38635558,0.5663131,0.368906,0.9789477,0.5890826,1,07
0.27556688,0.3863411,0.5661489,0.3686271,0.97880787,0.58834714,1,07
0.27563316,0.38632286,0.5659455,0.3682814,0.9786339,0.5874354,1,07
0.27571663,0.3863001,0.56568956,0.3678461,0.9784141,0.58628654,1,07
0.27580926,0.3862747,0.56540537,0.36736333,0.97816926,0.58501124,1,07
0.275968,0.38623106,0.56491864,0.3665363,0.9777475,0.582824,1,07
0.27619973,0.3861671,0.56420875,0.36532983,0.9771264,0.57962817,1,07
0.27648562,0.38608772,0.5633335,0.3638431,0.97635174,0.57568073,1,07
0.27681494,0.38599586,0.56232667,0.36213315,0.97544706,0.5711273,1,07
0.27713853,0.38590485,0.5613384,0.36045516,0.9745448,0.56664497,1,07
0.27780065,0.38571662,0.55932,0.35702917,0.9726558,0.55744773,1,07
0.27858323,0.38549042,0.5569408,0.3529928,0.97034335,0.54652727,1,07
0.27889037,0.38540053,0.5560088,0.3514121,0.9694102,0.5422237,1,07
0.28100458,0.38476348,0.5496232,0.34058917,0.96253705,0.51227987,1,07
0.2809227,0.38478887,0.54986966,0.3410066,0.9628195,0.51345205,1,07
0.2802632,0.3849905,0.55185676,0.3443734,0.9650444,0.5228529,1,07
0.27929312,0.38528168,0.5547885,0.34934282,0.96816367,0.5365651,1,07
0.2784639,0.38552517,0.5573031,0.35360715,0.9707018,0.5481957,1,07
0.27797347,0.38566703,0.55879396,0.3561365,0.97215277,0.55504113,1,07
0.27768052,0.385751,0.5596858,0.35765,0.9730029,0.5591191,1,07
0.2774561,0.3858149,0.56036973,0.3588107,0.97364604,0.5622383,1,07
0.27735555,0.38584346,0.56067646,0.3593314,0.97393215,0.563635,1,07
0.27736712,0.38584024,0.560641,0.35927132,0.97389925,0.5634738,1,07
0.2773972,0.38583165,0.5605494,0.35911584,0.9738139,0.56305647,1,07
0.27739394,0.3858325,0.5605595,0.35913292,0.9738232,0.5631025,1,07
0.27737,0.38583934,0.56063235,0.35925648,0.97389114,0.5634341,1,07
0.2773626,0.38584143,0.5606548,0.3592947,0.973912,0.56353635,1,07
0.2773549,0.3858437,0.5606785,0.35933498,0.9739341,0.56364435,1,07
0.27735648,0.38584328,0.5606735,0.3593264,0.9739294,0.56362146,1,07
0.27848625,0.38551873,0.55723536,0.3534923,0.9706349,0.5478838,1,07
0.27852267,0.38550812,0.55712485,0.35330468,0.9705255,0.5473744,1,07
0.2785622,0.38549656,0.5570047,0.35310104,0.97040665,0.54682124,1,07
0.27855438,0.38549894,0.5570284,0.35314143,0.9704302,0.54693073,1,07
0.27856463,0.38549584,0.5569973,0.3530884,0.9703994,0.54678744,1,07
0.2785926,0.38548774,0.5569124,0.35294464,0.9703152,0.5463964,1,07
0.27860433,0.38548428,0.5568768,0.35288426,0.97027975,0.54623175,1,07
0.27862126,0.38547927,0.5568253,0.35279688,0.9702285,0.5459944,1,07
0.27860433,0.38548428,0.5568768,0.35288426,0.97027975,0.54623175,1,07
0.27858907,0.38548875,0.5569233,0.35296282,0.9703257,0.54644555,1,07
0.27860618,0.38548374,0.5568714,0.3528749,0.9702741,0.5462065,1,07
0.27861083,0.38548237,0.5568571,0.3528505,0.9702601,0.5461406,1,07
0.2786034,0.38548452,0.5568796,0.35288885,0.9702825,0.54624444,1,07
0.2785899,0.3854885,0.55692077,0.3529586,0.9703233,0.546434,1,07
0.27859074,0.3854882,0.556918,0.352954,0.9703206,0.5464214,1,07
0.27860802,0.38548315,0.5568656,0.35286495,0.97026855,0.54618,1,07
0.28028417,0.3849842,0.5517936,0.3442661,0.964975,0.5225545,1,07
0.280271,0.3849882,0.5518334,0.3443335,0.9650185,0.5227417,1,07
0.28028613,0.38498366,0.55178773,0.34425625,0.96496844,0.522527,1,07
0.280291,0.38498223,0.5517732,0.3442316,0.9649524,0.5224582,1,07
0.2802813,0.3849851,0.55180204,0.3442807,0.9649843,0.52259517,1,07
0.28029686,0.38498044,0.5517553,0.34420142,0.964933,0.52237475,1,07
0.28031093,0.3849761,0.5517129,0.34412938,0.96488637,0.5221746,1,07
0.28031608,0.38497454,0.5516975,0.34410325,0.96486926,0.522102,1,07
0.28032333,0.38497233,0.55167556,0.34406617,0.9648453,0.52199864,1,07
0.28031296,0.3849755,0.5517067,0.34411895,0.9648795,0.5221454,1,07
0.2803008,0.3849792,0.5517434,0.3441811,0.96491987,0.5223183,1,07
0.28030786,0.38497698,0.5517222,0.3441451,0.9648964,0.52221835,1,07
0.2803254,0.38497168,0.5516691,0.34405518,0.96483827,0.52196825,1,07
0.2803244,0.38497198,0.5516723,0.34406063,0.96484166,0.5219834,1,07
0.28032124,0.38497293,0.55168164,0.34407648,0.96485186,0.52202773,1,07
0.2803119,0.38497585,0.55170995,0.34412444,0.96488285,0.5221604,1,07
0.28123814,0.38469112,0.5489209,0.3393996,0.96172273,0.5089307,1,07
0.2812628,0.38468337,0.54884684,0.33927405,0.9616359,0.5085764,1,07
0.28128207,0.38467747,0.5487888,0.33917597,0.9615681,0.5082996,1,07
0.28130484,0.38467038,0.5487205,0.33906013,0.96148795,0.5079724,1,07
0.2812926,0.3846742,0.5487574,0.33912256,0.9615309,0.5081479,1,07
0.28126872,0.38468158,0.54882896,0.33924392,0.9616152,0.5084914,1,07
0.28132027,0.38466555,0.5486742,0.33898178,0.9614333,0.5077507,1,07
0.28133276,0.38466167,0.54863656,0.338918,0.96138924,0.50757074,1,07
0.28128657,0.38467604,0.5487753,0.33915287,0.9615522,0.5082342,1,07
0.2812972,0.38467276,0.5487434,0.3390991,0.9615147,0.5080824,1,07
0.28132334,0.38466454,0.5486647,0.33896586,0.9614223,0.5077058,1,07
0.28132334,0.38466454,0.5486647,0.33896586,0.9614223,0.5077058,1,07
0.28133592,0.38466066,0.548627,0.33890185,0.9613781,0.5075253,1,07
0.28134537,0.38465768,0.5485987,0.3388539,0.9613445,0.5073895,1,07
0.28132957,0.38466263,0.548646,0.33893415,0.96140033,0.50761616,1,07
0.2813534,0.38465524,0.5485747,0.3388131,0.9613162,0.50727427,1,07
0.28209025,0.3844236,0.54636323,0.33506948,0.958642,0.4966218,1,07
0.28207117,0.38442957,0.5464206,0.3351664,0.9587128,0.49689895,1,07
0.28209662,0.38442153,0.5463442,0.33503717,0.95861816,0.49652922,1,07
0.28210956,0.3844174,0.5463054,0.33497143,0.95857,0.49634108,1,07
0.28206643,0.38443106,0.54643464,0.3351902,0.9587305,0.49696752,1,07
0.2820998,0.3844205,0.5463345,0.3350207,0.95860606,0.4964821,1,07
0.28216094,0.38440108,0.5461513,0.3347107,0.9583779,0.49559316,1,07
0.28213418,0.38440967,0.5462316,0.3348466,0.958478,0.49598256,1,07
0.28211612,0.38441533,0.546286,0.33493853,0.95854557,0.49624625,1,07
0.28217116,0.38439786,0.54612076,0.33465898,0.95833975,0.49544492,1,07
0.28217965,0.38439512,0.54609525,0.3346159,0.9583079,0.4953209,1,07
0.28218138,0.38439465,0.5460902,0.3346072,0.9583013,0.4952958,1,07
0.28221616,0.38438356,0.54598606,0.33443105,0.95817095,0.4947903,1,07
0.28222317,0.38438135,0.5459651,0.33439556,0.9581447,0.4946883,1,07
0.28225526,0.38437116,0.545869,0.3342328,0.9580239,0.49422044,1,07
0.28225705,0.38437057,0.5458635,0.33422366,0.958017,0.49419427,1,07
0.29657078,0.3572818,0.48716378,0.57159233,0.15187857,0.25271404,1,07
0.29656893,0.3572638,0.48705631,0.5714924,0.15186453,0.25266162,1,07
0.29657024,0.3572765,0.48713246,0.57156307,0.1518746,0.25269872,1,07
0.29656988,0.35727316,0.48711202,0.5715442,0.15187186,0.25268877,1,07
0.29656643,0.35724092,0.48691702,0.5713632,0.15184578,0.25259337,1,07
0.29656598,0.3572371,0.48689353,0.5713414,0.15184271,0.25258183,1,07
0.29656628,0.35723937,0.4869076,0.57135445,0.15184462,0.25258872,1,07
0.29656738,0.35724938,0.48696873,0.571411,0.15185297,0.25261873,1,07
0.29656696,0.35724556,0.48694533,0.5713894,0.15184963,0.25260726,1,07
0.29656494,0.35722756,0.48683503,0.5712874,0.15183449,0.2525529,1,07
0.29656506,0.357229,0.48684394,0.5712957,0.15183583,0.2525574,1,07
0.29656452,0.3572241,0.4868132,0.5712672,0.15183139,0.2525421,1,07
0.2965646,0.35722482,0.4868179,0.5712715,0.15183204,0.25254446,1,07
0.2965659,0.35723644,0.48688954,0.5713377,0.15184203,0.25257972,1,07
0.2965646,0.35722482,0.4868179,0.5712715,0.15183204,0.25254446,1,07
0.29656416,0.35722113,0.48679549,0.57125074,0.1518291,0.25253338,1,07
0.2965846,0.35652447,0.48374358,0.56813973,0.15183377,0.25132945,1,07
0.2965836,0.3565166,0.48369443,0.56809455,0.15182644,0.25130504,1,07
0.29658186,0.3565032,0.48361045,0.5680175,0.1518139,0.2512632,1,07
0.2965826,0.3565088,0.48364574,0.5680497,0.15181929,0.25128067,1,07
0.29658255,0.35650808,0.48364165,0.56804615,0.1518186,0.25127882,1,07
0.29658303,0.35651195,0.48366553,0.56806785,0.15182224,0.25129062,1,07
0.29658437,0.35652238,0.483731,0.5681281,0.1518319,0.2513233,1,07
0.296582,0.35650444,0.48361832,0.56802464,0.15181515,0.25126714,1,07
0.2965818,0.35650247,0.4836065,0.5680139,0.15181327,0.25126123,1,07
0.2965836,0.3565166,0.48369443,0.56809455,0.15182644,0.25130504,1,07
0.29658318,0.35651314,0.4836736,0.56807536,0.15182352,0.25129464,1,07
0.29658353,0.3565157,0.48368952,0.56808996,0.15182582,0.2513026,1,07
0.29658493,0.3565272,0.48376074,0.56815547,0.15183619,0.251338,1,07
0.29658508,0.35652864,0.4837692,0.5681633,0.15183747,0.25134218,1,07
0.29658577,0.35653424,0.48380396,0.5681954,0.15184236,0.25135922,1,07
0.2965871,0.3565461,0.483876,0.568262,0.15185255,0.25139466,1,07
0.29653698,0.35189843,0.4617428,0.5464723,0.15067866,0.24205333,1,07
0.29653573,0.3519082,0.4617732,0.54650706,0.15067333,0.24206086,1,07
0.29653472,0.35191733,0.46180215,0.54653966,0.15066895,0.24206856,1,07
0.29653743,0.35189492,0.4617324,0.54646003,0.15068096,0.24205098,1,07
0.2965389,0.35188496,0.4617035,0.54642624,0.15068743,0.24204479,1,07
0.2965401,0.3518772,0.46168283,0.5464011,0.15069327,0.24204135,1,07
0.29654014,0.3518769,0.46168172,0.5463999,0.15069348,0.24204102,1,07
0.2965387,0.35188615,0.4617069,0.54643023,0.15068659,0.24204542,1,07
0.29654056,0.35187483,0.46167672,0.54639345,0.1506953,0.24204038,1,07
0.29654187,0.35186762,0.4616596,0.5463714,0.15070203,0.24203882,1,07
0.29654092,0.35187274,0.46167153,0.5463869,0.1506972,0.24203983,1,07
0.2965412,0.35187107,0.46166775,0.54638207,0.15069872,0.24203946,1,07
0.29654193,0.35186738,0.46165955,0.54637116,0.15070248,0.24203914,1,07
0.29654244,0.35186517,0.46165484,0.54636467,0.15070495,0.24203914,1,07
0.29654402,0.35185874,0.46164364,0.54634774,0.15071303,0.24204066,1,07
0.29654458,0.3518567,0.46164078,0.5463428,0.15071595,0.24204178,1,07
0.29656568,0.35099632,0.45797977,0.5426355,0.15066239,0.24063805,1,07
0.29656693,0.35099024,0.45796654,0.54261774,0.15066856,0.24063766,1,07
0.29656845,0.35098416,0.45795625,0.5426021,0.1506764,0.24063931,1,07
0.296568,0.35098577,0.45795855,0.5426059,0.15067413,0.24063858,1,07
0.29656726,0.35098875,0.45796388,0.5426138,0.15067053,0.24063802,1,07
0.29656884,0.3509829,0.45795473,0.54259914,0.1506783,0.24064028,1,07
0.29656988,0.3509795,0.45795196,0.5425923,0.15068403,0.24064335,1,07
0.29656988,0.3509795,0.45795196,0.5425923,0.15068403,0.24064335,1,07
0.29657125,0.3509761,0.45795274,0.54258794,0.15069175,0.24064903,1,07
0.2965712,0.35097617,0.45795196,0.5425874,0.15069139,0.2406486,1,07
0.29657024,0.3509785,0.45795172,0.5425908,0.15068612,0.2406447,1,07
0.29657188,0.3509748,0.45795366,0.5425865,0.1506952,0.2406519,1,07
0.29657316,0.3509729,0.45795962,0.54258776,0.15070242,0.2406592,1,07
0.29657245,0.35097378,0.45795584,0.5425865,0.15069842,0.24065503,1,07
0.29657257,0.3509736,0.45795655,0.54258674,0.15069914,0.24065565,1,07
0.29657295,0.35097307,0.4579587,0.5425875,0.15070131,0.24065807,-1,07
0.29660937,0.35115826,0.45921874,0.54370016,0.1509608,0.2413128,-1,07
0.29660916,0.35115737,0.45921195,0.5436941,0.15095943,0.24130924,-1,07
0.29661036,0.35116357,0.45925424,0.5437316,0.1509679,0.24133113,-1,07
0.29661083,0.35116637,0.45927224,0.54374766,0.15097135,0.24134037,-1,07
0.29661074,0.35116583,0.45926902,0.54374474,0.15097085,0.2413386,-1,07
0.2966111,0.35116792,0.45928183,0.5437563,0.15097308,0.24134523,-1,07
0.29661036,0.35116357,0.45925424,0.5437316,0.1509679,0.24133113,-1,07
0.2966101,0.35116225,0.45924476,0.54372317,0.15096599,0.24132621,-1,07
0.29660964,0.35115963,0.4592278,0.5437081,0.15096265,0.24131757,-1,07
0.29660875,0.35115528,0.45919836,0.5436821,0.15095645,0.24130209,-1,07
0.29661164,0.35117102,0.45930263,0.5437748,0.15097716,0.2413558,-1,07
0.2966123,0.35117543,0.45933017,0.5437996,0.15098211,0.24136963,-1,07
0.29660904,0.35115653,0.4592067,0.54368937,0.15095833,0.24130666,-1,07
0.29661041,0.35116398,0.45925644,0.5437335,0.15096831,0.24133226,-1,07
0.29661202,0.35117364,0.45931932,0.5437898,0.15098017,0.24136412,-1,07
0.29661062,0.35116512,0.45926416,0.5437405,0.15096983,0.24133632,-1,07
0.2966293,0.3514409,0.46073362,0.54512686,0.15114102,0.2420069,-1,07
0.2966275,0.35143,0.46066278,0.5450635,0.1511277,0.2419708,-1,07
0.29662514,0.35141844,0.46058288,0.54499304,0.15111113,0.24192905,-1,07
0.29662818,0.3514338,0.46068832,0.54508626,0.15113267,0.24198383,-1,07
0.29662803,0.35143322,0.46068355,0.5450823,0.15113163,0.24198143,-1,07
0.2966263,0.35142368,0.46062016,0.5450257,0.15111911,0.24194871,-1,07
0.29662716,0.35142827,0.46065086,0.54505295,0.15112528,0.2419646,-1,07
0.29662675,0.35142606,0.4606364,0.5450403,0.15112245,0.24195728,-1,07
0.29662818,0.3514338,0.46068832,0.54508626,0.15113267,0.24198383,-1,07
0.29663017,0.3514468,0.46077102,0.5451607,0.1511476,0.2420255,-1,07
0.29662812,0.3514334,0.46068543,0.5450837,0.15113214,0.24198242,-1,07
0.2966264,0.3514244,0.46062502,0.54503006,0.15112007,0.24195123,-1,07
0.29662699,0.35142714,0.46064398,0.5450469,0.15112388,0.24196105,-1,07
0.2966264,0.3514244,0.46062502,0.54503006,0.15112007,0.24195123,-1,07
0.296627,0.3514275,0.46064594,0.5450487,0.1511243,0.24196213,-1,07
0.29662699,0.35142714,0.46064398,0.5450469,0.15112388,0.24196105,-1,07
0.29663354,0.3492806,0.45103046,0.5355007,0.15069443,0.23810452,-1,07
0.29663455,0.34927797,0.4510303,0.5354968,0.15070015,0.2381085,-1,07
0.29663524,0.34927654,0.45103177,0.5354956,0.150704,0.23811185,-1,07
0.29663467,0.34927768,0.45103037,0.53549635,0.15070072,0.23810896,-1,07
0.29663506,0.3492769,0.45103136,0.5354958,0.15070292,0.23811089,-1,07
0.2966349,0.34927732,0.4510309,0.5354961,0.15070191,0.23810995,-1,07
0.29663557,0.349276,0.45103285,0.5354954,0.15070587,0.23811352,-1,07
0.29663524,0.34927654,0.45103177,0.5354956,0.150704,0.23811185,-1,07
0.2966324,0.34928417,0.4510334,0.53550786,0.15068838,0.2381011,-1,07
0.2966338,0.34927988,0.4510302,0.5354995,0.15069595,0.23810549,-1,07
0.29663587,0.34927547,0.45103392,0.5354954,0.15070763,0.23811528,-1,07
0.29663384,0.3492797,0.4510301,0.53549916,0.15069628,0.23810558,-1,07
0.29663426,0.34927875,0.45102993,0.5354976,0.15069827,0.2381071,-1,07
0.29663518,0.34927666,0.4510316,0.5354956,0.15070367,0.23811147,-1,07
0.29663455,0.34927797,0.4510303,0.5354968,0.15070015,0.2381085,-1,07
0.29663497,0.34927708,0.45103058,0.53549546,0.15070218,0.23811007,-1,07
0.29665586,0.34771723,0.44430816,0.52876884,0.15046301,0.2355062,-1,07
0.29665476,0.34772217,0.44431773,0.5287823,0.15045756,0.23550576,-1,07
0.29665577,0.3477174,0.4443079,0.52876884,0.15046272,0.23550585,-1,07
0.29665625,0.34771568,0.44430503,0.5287643,0.15046486,0.2355065,-1,07
0.29665542,0.34771913,0.4443116,0.52877384,0.15046081,0.23550582,-1,07
0.29665554,0.34771872,0.44431058,0.5287725,0.15046135,0.23550588,-1,07
0.29665637,0.34771514,0.4443043,0.5287632,0.15046555,0.2355066,-1,07
0.29665637,0.34771514,0.4443043,0.5287632,0.15046555,0.2355066,-1,07
0.29665554,0.34771872,0.44431058,0.5287725,0.15046135,0.23550588,-1,07
0.29665595,0.34771693,0.4443074,0.5287678,0.15046331,0.23550618,-1,07
0.29665637,0.34771514,0.4443043,0.5287632,0.15046555,0.2355066,-1,07
0.29665548,0.34771883,0.4443107,0.5287727,0.15046099,0.23550564,-1,07
0.29665524,0.34772003,0.44431305,0.528776,0.15045977,0.23550561,-1,07
0.29665554,0.34771872,0.44431058,0.5287725,0.15046135,0.23550588,-1,07
0.29665554,0.34771872,0.44431058,0.5287725,0.15046135,0.23550588,-1,07
0.29665515,0.34772027,0.44431362,0.5287768,0.1504595,0.23550552,-1,07
0.2966911,0.35002977,0.45506024,0.5392741,0.15121335,0.2399548,-1,07
0.29669178,0.3500365,0.45509887,0.53930974,0.15121904,0.23997316,-1,07
0.29669094,0.3500285,0.45505282,0.53926724,0.15121216,0.23995133,-1,07
0.2966911,0.35002977,0.45506024,0.5392741,0.15121335,0.2399548,-1,07
0.29669324,0.35005146,0.45518276,0.53938735,0.15123108,0.24001266,-1,07
0.29669324,0.35005146,0.45518276,0.53938735,0.15123108,0.24001266,-1,07
0.2966925,0.35004443,0.4551429,0.53935057,0.15122536,0.23999393,-1,07
0.29669234,0.35004205,0.4551302,0.53933877,0.15122366,0.23998804,-1,07
0.29669192,0.35003787,0.45510662,0.53931683,0.1512202,0.2399769,-1,07
0.29669324,0.35005146,0.45518276,0.53938735,0.15123108,0.24001266,-1,07
0.29669344,0.3500538,0.4551955,0.53939915,0.1512329,0.24001864,-1,07
0.29669297,0.3500486,0.45516697,0.5393728,0.15122887,0.24000524,-1,07
0.2966931,0.3500501,0.45517498,0.53938025,0.15122998,0.2400091,-1,07
0.2966916,0.35003453,0.4550875,0.53929925,0.15121725,0.2399678,-1,07
0.2966911,0.35002977,0.45506024,0.5392741,0.15121335,0.2399548,-1,07
0.2966926,0.35004514,0.45514724,0.5393544,0.15122598,0.23999593,-1,07
0.29671696,0.3487761,0.44972584,0.5338969,0.1510877,0.23791397,-1,07
0.29671806,0.34878737,0.4497891,0.5339551,0.15109721,0.23794362,-1,07
0.2967183,0.3487901,0.44980398,0.53396887,0.15109941,0.23795065,-1,07
0.29671618,0.3487687,0.44968373,0.533858,0.15108132,0.23789404,-1,07
0.29671705,0.34877676,0.44972953,0.5339001,0.1510883,0.23791566,-1,07
0.29671812,0.34878814,0.44979313,0.53395885,0.15109771,0.2379456,-1,07
0.29671627,0.34876978,0.44969034,0.533864,0.15108228,0.23789713,-1,07
0.2967143,0.34875166,0.44958594,0.5337683,0.15106589,0.23784724,-1,07
0.2967139,0.34874833,0.44956657,0.5337507,0.15106255,0.23783797,-1,07
0.29671532,0.34876066,0.44963843,0.5338163,0.15107429,0.23787239,-1,07
0.29671532,0.34876066,0.44963843,0.5338163,0.15107429,0.23787239,-1,07
0.29671487,0.3487568,0.44961533,0.5337953,0.15107042,0.23786137,-1,07
0.29671454,0.3487538,0.44959825,0.5337796,0.15106785,0.23785324,-1,07
0.2967125,0.348737,0.44949952,0.53368974,0.15105122,0.23780537,-1,07
0.29671377,0.3487473,0.44956055,0.53374517,0.15106153,0.2378349,-1,07
0.29671478,0.34875554,0.44960874,0.5337892,0.15106949,0.23785813,-1,07
0.29672515,0.3463418,0.43900135,0.523267,0.15054592,0.23367883,-1,07
0.2967262,0.34633714,0.4389923,0.5232542,0.15055093,0.23367941,-1,07
0.29672554,0.34633994,0.4389976,0.5232618,0.15054774,0.23367885,-1,07
0.29672343,0.34635127,0.43902338,0.5232952,0.15053743,0.23368062,-1,07
0.2967236,0.34635,0.4390203,0.5232916,0.15053841,0.23368016,-1,07
0.29672164,0.34636217,0.43905148,0.5233298,0.1505293,0.23368451,-1,07
0.29671946,0.34637773,0.4390954,0.52338135,0.15051985,0.23369315,-1,07
0.2967212,0.34636527,0.4390602,0.52334005,0.15052736,0.23368621,-1,07
0.2967208,0.34636796,0.4390675,0.5233488,0.1505256,0.23368745,-1,07
0.2967188,0.34638286,0.43911073,0.52339906,0.15051708,0.23369649,-1,07
0.2967196,0.34637612,0.43909082,0.5233761,0.15052062,0.23369208,-1,07
0.2967205,0.34637004,0.43907365,0.5233559,0.15052438,0.23368883,-1,07
0.29672083,0.34636736,0.43906578,0.5233468,0.15052584,0.23368695,-1,07
0.2967209,0.3463673,0.43906593,0.5233468,0.15052623,0.23368736,-1,07
0.29672158,0.3463626,0.43905255,0.5233311,0.15052909,0.23368478,-1,07
0.29672307,0.34635305,0.43902773,0.52330095,0.15053597,0.23368108,-1,07
0.29674393,0.34537762,0.43496764,0.5192161,0.15041125,0.23216325,-1,07
0.29674345,0.34538049,0.4349752,0.51922536,0.15040913,0.23216435,-1,07
0.2967438,0.34537798,0.4349685,0.51921725,0.15041101,0.23216328,-1,07
0.2967436,0.34537977,0.43497366,0.51922315,0.15040988,0.23216423,-1,07
0.29674208,0.34539014,0.435002,0.51925683,0.15040314,0.23216924,-1,07
0.2967444,0.34537446,0.43495944,0.51920605,0.15041357,0.23216213,-1,07
0.29674456,0.3453735,0.43495694,0.51920307,0.15041414,0.23216158,-1,07
0.29674262,0.3453862,0.43499097,0.519244,0.15040544,0.23216715,-1,07
0.296745,0.34537095,0.43495086,0.5191953,0.15041637,0.23216105,-1,07
0.29674673,0.34536153,0.43492886,0.51916736,0.15042436,0.23215926,-1,07
0.2967462,0.34536433,0.4349352,0.5191754,0.15042195,0.2321596,-1,07
0.2967478,0.34535635,0.43491757,0.51915216,0.1504296,0.23215924,-1,07
0.29674822,0.34535432,0.4349142,0.519147,0.15043193,0.23215966,-1,07
0.29674715,0.34535939,0.43492433,0.5191611,0.15042657,0.23215929,-1,07
0.29675,0.34534734,0.43490338,0.5191297,0.15044108,0.23216267,-1,07
0.29675177,0.34534228,0.43490043,0.5191202,0.15045044,0.2321684,-1,07
0.29676867,0.34620613,0.43889326,0.52299666,0.15077949,0.23381127,-1,07
0.29676893,0.3462081,0.43890554,0.5230077,0.15078187,0.23381731,-1,07
0.29677004,0.34621614,0.43895346,0.52305067,0.1507909,0.2338408,-1,07
0.29676878,0.34620667,0.43889725,0.5230001,0.15078056,0.23381338,-1,07
0.29676944,0.3462119,0.4389279,0.5230277,0.15078619,0.2338283,-1,07
0.296772,0.34623146,0.4390426,0.52313155,0.15080652,0.23388374,-1,07
0.2967719,0.34623092,0.43903968,0.5231288,0.15080616,0.23388234,-1,07
0.2967711,0.34622455,0.43900278,0.52309525,0.15079966,0.23386464,-1,07
0.2967711,0.34622455,0.43900278,0.52309525,0.15079966,0.23386464,-1,07
0.29677162,0.34622842,0.43902528,0.5231159,0.1508036,0.23387547,-1,07
0.29677227,0.34623408,0.43905792,0.52314556,0.15080911,0.23389098,-1,07
0.29677147,0.34622747,0.43901974,0.52311075,0.15080258,0.23387277,-1,07
0.29677016,0.34621662,0.43895635,0.5230533,0.1507914,0.23384216,-1,07
0.29677078,0.3462217,0.43898615,0.5230804,0.1507968,0.23385668,-1,07
0.2967726,0.34623712,0.4390749,0.5231611,0.15081194,0.23389915,-1,07
0.2967727,0.34623772,0.4390783,0.5231641,0.1508125,0.23390067,-1,07
0.29677665,0.34673625,0.4413272,0.52536994,0.1509631,0.23480701,-1,07
0.29677725,0.34674233,0.44136077,0.52540076,0.15096822,0.23482275,-1,07
0.29677695,0.3467393,0.441344,0.52538526,0.15096566,0.23481488,-1,07
0.29677534,0.34672314,0.44125408,0.5253027,0.15095165,0.2347727,-1,07
0.2967782,0.346753,0.44141898,0.52545464,0.15097693,0.2348496,-1,07
0.29677808,0.34675157,0.44141123,0.5254474,0.15097576,0.23484613,-1,07
0.2967767,0.34673685,0.4413304,0.52537286,0.1509636,0.23480865,-1,07
0.29677796,0.34675026,0.44140425,0.525441,0.15097469,0.23484287,-1,07
0.29677737,0.34674382,0.44136897,0.5254083,0.15096948,0.23482645,-1,07
0.29677612,0.34673065,0.44129643,0.52534145,0.15095836,0.23479268,-1,07
0.29677594,0.34672892,0.4412867,0.5253325,0.15095675,0.23478809,-1,07
0.29677594,0.34672892,0.4412867,0.5253325,0.15095675,0.23478809,-1,07
0.29677498,0.34671974,0.44123483,0.525285,0.15094846,0.23476368,-1,07
0.29677263,0.34669966,0.4411196,0.52518,0.15092894,0.23470852,-1,07
0.29677004,0.34668142,0.44100893,0.5250806,0.15090823,0.23465416,-1,07
0.29676646,0.346663,0.44088718,0.5249738,0.15088159,0.23459151,-1,07
0.29681003,0.35027623,0.45755228,0.5412938,0.1519953,0.24143437,-1,07
0.29680455,0.35015416,0.45693642,0.54070455,0.15193504,0.24116378,-1,07
0.29679674,0.34999347,0.4561194,0.5399249,0.15185171,0.2408027,-1,07
0.29678684,0.349818,0.45521227,0.53906405,0.15175208,0.24039742,-1,07
0.2967774,0.3496855,0.45450598,0.53840035,0.15166476,0.24007523,-1,07
0.29676843,0.34959584,0.4539985,0.53793174,0.1515896,0.2398352,-1,07
0.29675904,0.34954447,0.4536587,0.5376307,0.1515204,0.23966101,-1,07
0.29674804,0.34954435,0.45353082,0.5375456,0.15145284,0.23956573,-1,07
0.2967366,0.34961736,0.45372716,0.5377834,0.1513989,0.23959899,-1,07
0.29672727,0.34973347,0.45414227,0.53822964,0.15136766,0.2397291,-1,07
0.29672334,0.34979784,0.45438716,0.5384868,0.15135798,0.23981221,-1,07
0.29672855,0.34971344,0.45406768,0.5381505,0.15137157,0.23970442,-1,07
0.29674175,0.3495748,0.45359543,0.53763336,0.15142113,0.23956668,-1,07
0.29676136,0.34955293,0.45372376,0.5376863,0.15153661,0.23969646,-1,07
0.29678345,0.34976608,0.45493865,0.53880596,0.15171966,0.24027364,-1,07
0.29679903,0.35003847,0.456349,0.54014367,0.15187556,0.2409045,-1,07
0.2968238,0.34997022,0.45632887,0.54002994,0.15201297,0.2409952,-1,07
